employee_id,first_name,last_name,age,gender,blood_group,email,phone,city,state,region,pincode,department,position,shift,education,experience_years,salary,bonus,tax_deduction,net_salary,emp_status,join_date,last_promotion,performance_score,attendance_pct,leaves_taken,order_id,order_date,product_name,category,quantity,unit_price,discount_pct,revenue,tax_amount,net_revenue,order_status,payment_mode,delivery_days,customer_rating,return_flag,customer_id,customer_segment,sales_target,sales_achieved,target_achieved,manager_id,team_size,training_hours,certifications
EMP0652,Balvan,Walia,38,Other,O+,chatresh53@example.net,+91 9126308198,Kolkata,West Bengal,East,670172,Operations,Intern,General,MCA,6,45194,6105.95,4519.4,40674.6,Resigned,28-02-2017,21-10-2024,3.17,99.13,27,ORD00652,27-09-2024,Headphones,Networking,10,61781,0.22,481891.8,86740.52,395151.28,Pending,Debit Card,7,1,Yes,CUST9896,Premium,350904,491403,Yes,EMP0054,3,49,6
EMP0653,Jhalak,Bobal,48,Female,O+,wakeetatripathi@example.net,+91 8636078750,Delhi,Delhi,Central,608979,Operations,Executive,Night,B.Sc,3,26942,4937.66,2694.2,24247.8,On Leave,14-02-2016,19-12-2021,2.02,82.93,0,ORD00653,08-01-2023,Mouse,Electronics,11,59432,0.21,516464.08,92963.53,423500.55,Cancelled,Cash,8,3,No,CUST9699,Regular,202657,388242,Yes,EMP0046,3,53,6
EMP0654,Christopher,Dhar,28,Other,AB-,mraman@example.com,+91 8105302432,Pune,Maharashtra,South,505757,IT,Senior Manager,General,M.Com,10,91939,18361.76,9193.9,82745.1,Active,30-09-2020,23-04-2022,4.35,94.62,27,ORD00654,12-02-2023,Tablet,Electronics,9,40154,0.08,332475.12,59845.52,272629.6,Cancelled,Credit Card,4,4,No,CUST1746,New,474615,521053,No,EMP0020,7,65,10
EMP0655,Daniel,Tara,24,Other,O+,ayaanahluwalia@example.org,+91 6328268030,Kolkata,West Bengal,East,750210,Operations,Analyst,General,M.Tech,5,40928,7103.09,4092.8,36835.2,Resigned,08-09-2021,20-09-2023,4.47,97.58,28,ORD00655,12-08-2024,Laptop,Networking,18,70580,0.07,1181509.2,212671.66,968837.54,Pending,UPI,6,2,No,CUST2794,Regular,240095,234074,No,EMP0068,1,38,5
EMP0656,Yagnesh,Borra,44,Male,O-,tsankar@example.com,+91 9787430791,Chennai,Tamil Nadu,South,700436,Support,Director,Morning,B.Sc,6,146644,20188.73,14664.4,131979.6,Active,28-07-2016,09-09-2024,4.93,70.03,22,ORD00656,23-09-2024,Printer,Peripherals,10,67273,0.29,477638.3,85974.89,391663.41,Shipped,Debit Card,11,1,No,CUST2474,New,328106,344816,Yes,EMP0043,17,35,9
EMP0657,Siddharth,Parsa,41,Female,AB-,ishitasarkar@example.com,+91 9406770994,Chennai,Tamil Nadu,Central,629001,IT,Lead,Night,B.Sc,6,147852,28587.2,14785.2,133066.8,Active,12-05-2022,25-09-2022,1.27,96.98,23,ORD00657,01-10-2023,Laptop,Storage,8,13131,0.17,87189.84,15694.17,71495.67,Pending,Debit Card,1,5,No,CUST6242,VIP,415078,299642,No,EMP0014,19,53,2
EMP0658,Ansh,Gera,32,Other,O+,chanchalsundaram@example.org,+91 7593112299,Bangalore,Karnataka,West,651954,Support,Director,Evening,M.Tech,7,194529,34508.66,19452.9,175076.1,Resigned,27-02-2017,04-12-2024,1.01,82.09,26,ORD00658,27-08-2024,Laptop,Accessories,12,72410,0.11,773338.8,139200.98,634137.82,Delivered,UPI,2,5,Yes,CUST8679,Regular,204613,438388,Yes,EMP0049,12,43,9
EMP0659,Yash,Bumb,23,Male,B-,jeremiah89@example.org,+91 9227825866,Hyderabad,Telangana,West,727508,Support,Analyst,Evening,MBA,19,133611,11250.03,13361.1,120249.9,Active,28-05-2015,21-12-2024,4.25,92.89,13,ORD00659,20-11-2023,Tablet,Peripherals,8,18000,0.14,123840,22291.2,101548.8,Returned,EMI,11,4,Yes,CUST5596,VIP,284161,334571,No,EMP0091,9,9,10
EMP0660,Andrew,Dayal,42,Other,A+,samartaneja@example.org,+91 9904175683,Ahmedabad,Gujarat,South,642624,Operations,Senior Analyst,Night,M.Tech,15,135289,13266.55,13528.9,121760.1,Active,03-04-2021,04-04-2024,2.21,85.3,19,ORD00660,30-12-2024,Monitor,Networking,19,69290,0.02,1290179.8,232232.36,1057947.44,Pending,Net Banking,14,5,No,CUST9282,New,338617,298292,No,EMP0053,7,67,0
EMP0661,Xalak,Munshi,47,Male,B+,jmanda@example.com,+91 6778171718,Delhi,Delhi,Central,414605,Marketing,Executive,Morning,M.Com,15,29428,5349.25,2942.8,26485.2,Active,25-09-2016,07-03-2024,3.59,86.2,20,ORD00661,01-02-2024,Tablet,Electronics,8,78314,0.12,551330.56,99239.5,452091.06,Returned,Debit Card,14,1,No,CUST1115,VIP,253436,405006,Yes,EMP0016,2,58,9
EMP0662,Yamini,Khanna,31,Other,AB+,cchokshi@example.com,+91 8752268031,Delhi,Delhi,West,424232,IT,Senior Manager,Night,B.Tech,15,82526,9334.39,8252.6,74273.4,On Leave,29-02-2020,13-11-2023,3.46,95.87,25,ORD00662,19-08-2023,Headphones,Accessories,18,30773,0.07,515140.02,92725.2,422414.82,Shipped,UPI,12,4,Yes,CUST8976,VIP,173797,417834,Yes,EMP0099,6,84,3
EMP0663,Samaksh,Bhardwaj,43,Other,A-,wnaidu@example.org,+91 9763429973,Mumbai,Maharashtra,Central,754157,Sales,Senior Manager,Night,MCA,10,109647,9814.63,10964.7,98682.3,On Leave,14-02-2019,09-11-2023,3.15,73.14,2,ORD00663,15-11-2023,Mouse,Electronics,15,4790,0.11,63946.5,11510.37,52436.13,Shipped,Net Banking,1,1,No,CUST4716,New,496080,55805,Yes,EMP0052,18,56,1
EMP0664,Ekansh,Mangal,26,Other,A+,arinmaharaj@example.com,+91 7349237774,Pune,Maharashtra,East,729023,Sales,Director,Night,M.Sc,12,189570,24048.23,18957,170613,On Leave,15-08-2019,27-08-2023,3.3,78.8,29,ORD00664,26-08-2023,Speaker,Networking,15,59526,0.19,723240.9,130183.36,593057.54,Cancelled,UPI,14,1,Yes,CUST8077,Regular,120628,351470,No,EMP0062,7,97,7
EMP0665,Teerth,Padmanabhan,29,Male,B+,hemanginibarman@example.net,+91 9350741721,Jaipur,Rajasthan,North,666885,Operations,Intern,Evening,B.Tech,6,198514,13996.38,19851.4,178662.6,Active,19-09-2018,20-02-2024,2.47,91.16,9,ORD00665,19-10-2024,Speaker,Accessories,16,48479,0.14,667071.04,120072.79,546998.25,Pending,Debit Card,3,3,Yes,CUST7158,New,86161,318353,No,EMP0081,9,68,3
EMP0666,Bishakha,Shah,23,Female,O+,vedhika29@example.net,+91 9289715127,Kochi,Kerala,North,581076,Analytics,Executive,Night,M.Tech,12,138471,26065.33,13847.1,124623.9,Resigned,01-01-2018,02-06-2024,1.46,71.91,0,ORD00666,11-12-2023,Monitor,Electronics,10,38725,0.24,294310,52975.8,241334.2,Pending,Debit Card,2,5,Yes,CUST7627,Premium,388443,467323,No,EMP0013,8,100,4
EMP0667,Lakshit,Dhingra,25,Female,A+,zachariagagan@example.com,+91 7735108981,Hyderabad,Telangana,South,681025,Finance,Intern,Night,BCA,12,150701,29486.76,15070.1,135630.9,Active,12-09-2016,20-05-2023,4.85,89.03,29,ORD00667,31-01-2023,Camera,Storage,7,64312,0.24,342139.84,61585.17,280554.67,Returned,Net Banking,12,2,Yes,CUST4090,VIP,247715,267198,No,EMP0016,20,95,6
EMP0668,Sai,Guha,26,Female,B+,jacobdash@example.org,+91 6244340189,Kolkata,West Bengal,South,470065,Sales,Senior Manager,Night,M.Com,13,133491,7467.84,13349.1,120141.9,Inactive,18-02-2023,16-06-2023,4.89,86.61,28,ORD00668,07-03-2024,Tablet,Networking,11,52162,0.27,418860.86,75394.95,343465.91,Shipped,Cash,12,1,Yes,CUST8771,VIP,372053,67836,No,EMP0020,10,35,6
EMP0669,Samesh,Ahuja,23,Female,AB+,hegdeikbal@example.com,+91 8566305670,Mumbai,Maharashtra,East,473459,IT,Intern,Morning,M.Tech,9,96918,12835.61,9691.8,87226.2,Inactive,28-06-2020,20-09-2021,2.52,71.99,18,ORD00669,01-01-2024,Monitor,Networking,8,46435,0.02,364050.4,65529.07,298521.33,Returned,EMI,6,3,No,CUST3993,VIP,409299,259990,No,EMP0034,3,38,9
EMP0670,Ekansh,Padmanabhan,42,Other,B-,munshisamarth@example.net,+91 8936968387,Chennai,Tamil Nadu,East,758270,Sales,Director,General,B.Com,6,31901,2268.23,3190.1,28710.9,Inactive,03-06-2021,02-01-2021,2.2,92.65,30,ORD00670,28-08-2023,Tablet,Electronics,11,45493,0.02,490414.54,88274.62,402139.92,Shipped,UPI,5,4,Yes,CUST7124,VIP,203307,334223,Yes,EMP0020,12,11,1
EMP0671,Mitesh,Dara,55,Other,A+,randhawaisha@example.net,+91 8114993741,Hyderabad,Telangana,Central,568941,Analytics,Director,Evening,B.Com,14,179235,22284.66,17923.5,161311.5,Resigned,07-10-2019,14-07-2021,3.06,71.55,16,ORD00671,18-01-2024,Speaker,Storage,11,28504,0.02,307273.12,55309.16,251963.96,Delivered,Credit Card,2,5,No,CUST4984,Premium,213588,138071,Yes,EMP0042,3,8,4
EMP0672,Suhani,Kata,48,Male,AB-,godamadhav@example.net,+91 6148680569,Bangalore,Karnataka,Central,752000,IT,Intern,Night,M.Sc,15,138543,13186.36,13854.3,124688.7,On Leave,14-07-2023,20-07-2023,4.36,82.2,17,ORD00672,29-10-2024,Phone,Electronics,1,64185,0.24,48780.6,8780.51,40000.09,Pending,Net Banking,14,5,No,CUST5004,Premium,245185,523913,No,EMP0023,7,1,6
EMP0673,Arunima,Morar,34,Other,O-,rdube@example.com,+91 6825076507,Chennai,Tamil Nadu,East,472407,Sales,Manager,Night,M.Tech,5,38839,2500.29,3883.9,34955.1,Inactive,22-04-2015,07-04-2023,2.64,71.1,10,ORD00673,19-03-2023,Tablet,Peripherals,17,57088,0.26,718167.04,129270.07,588896.97,Shipped,EMI,10,5,No,CUST1312,Premium,260656,252515,Yes,EMP0027,17,18,2
EMP0674,Anusha,Gill,24,Other,B+,pgala@example.net,+91 6499902513,Delhi,Delhi,West,473315,Sales,Analyst,Morning,B.Tech,8,60816,10797.91,6081.6,54734.4,Active,03-07-2023,02-03-2022,2.02,79.2,7,ORD00674,12-08-2024,Mouse,Electronics,8,77453,0.04,594839.04,107071.03,487768.01,Pending,Debit Card,11,2,No,CUST3974,VIP,111207,447651,Yes,EMP0021,8,93,9
EMP0675,Aditya,Keer,40,Female,O+,vidhimanne@example.org,+91 8754351049,Hyderabad,Telangana,West,624498,Operations,Analyst,Evening,MCA,13,112958,15537.09,11295.8,101662.2,Resigned,25-10-2019,31-01-2022,2.07,92.36,23,ORD00675,20-08-2024,Tablet,Peripherals,7,40382,0.06,265713.56,47828.44,217885.12,Pending,Net Banking,13,4,No,CUST4973,New,397011,330337,No,EMP0023,20,60,3
EMP0676,Falguni,Datta,43,Other,A-,qwadhwa@example.org,+91 8623905790,Pune,Maharashtra,West,482683,IT,Executive,Evening,M.Com,2,131106,7746.63,13110.6,117995.4,Resigned,02-09-2019,07-09-2022,1.42,84.18,11,ORD00676,13-08-2023,Headphones,Accessories,13,49118,0.24,485285.84,87351.45,397934.39,Cancelled,Cash,12,3,No,CUST5727,VIP,457610,527534,No,EMP0098,13,55,5
EMP0677,Zayyan,Sane,48,Male,O+,anaykibe@example.net,+91 7859215021,Bangalore,Karnataka,West,658921,IT,Manager,Night,M.Tech,6,113621,11454.5,11362.1,102258.9,Active,03-10-2016,05-08-2024,2.83,89.35,29,ORD00677,04-03-2024,Speaker,Accessories,18,44944,0.22,631013.76,113582.48,517431.28,Returned,Debit Card,6,3,No,CUST5695,VIP,337587,202240,No,EMP0032,19,3,6
EMP0678,Aishani,Sharaf,31,Other,A-,gdayal@example.net,+91 9203274109,Mumbai,Maharashtra,East,517756,Finance,Senior Analyst,Morning,M.Sc,17,128100,23639.65,12810,115290,Inactive,16-10-2022,04-08-2023,1.35,77.35,15,ORD00678,02-08-2023,Speaker,Networking,16,77863,0.19,1009104.48,181638.81,827465.67,Pending,Net Banking,1,4,No,CUST1066,Premium,193586,311178,No,EMP0062,18,91,0
EMP0679,Udyati,Sandal,39,Female,B-,kpalla@example.com,+91 8940736866,Jaipur,Rajasthan,West,608069,HR,Manager,Night,MCA,12,61683,10840.74,6168.3,55514.7,Inactive,11-05-2019,09-12-2024,2.19,92.52,6,ORD00679,15-07-2023,Phone,Storage,5,16554,0.29,58766.7,10578.01,48188.69,Delivered,Net Banking,3,5,No,CUST1185,Regular,257309,460261,No,EMP0065,3,85,1
EMP0680,Ethan,Sood,46,Female,A+,fbhasin@example.net,+91 9832214650,Delhi,Delhi,Central,517543,Finance,Senior Manager,Night,BCA,13,193304,27064.95,19330.4,173973.6,Active,05-03-2016,09-03-2023,1.43,80.5,24,ORD00680,07-08-2024,Speaker,Electronics,15,12090,0.19,146893.5,26440.83,120452.67,Delivered,Net Banking,13,2,No,CUST1555,Premium,152072,148710,Yes,EMP0035,9,27,7
EMP0681,Vanya,Dhillon,39,Other,O+,bailnathaniel@example.com,+91 6882081762,Kolkata,West Bengal,North,437307,Marketing,Intern,General,BCA,6,151361,8423.93,15136.1,136224.9,On Leave,07-02-2021,06-07-2021,1.41,70.31,9,ORD00681,15-08-2024,Keyboard,Storage,2,74339,0.16,124889.52,22480.11,102409.41,Delivered,Credit Card,1,3,No,CUST1633,Regular,327682,324556,No,EMP0054,4,51,8
EMP0682,Warhi,Jani,24,Male,O+,imutti@example.com,+91 8424660244,Chennai,Tamil Nadu,Central,536908,HR,Manager,Morning,BCA,19,43967,4303.83,4396.7,39570.3,Active,09-10-2019,06-05-2021,3.78,86.96,21,ORD00682,09-04-2023,Keyboard,Networking,5,16489,0.29,58535.95,10536.47,47999.48,Returned,Credit Card,4,5,No,CUST1962,Premium,219830,442721,No,EMP0013,3,63,1
EMP0683,Bahadurjit,Manne,41,Male,B+,urvashi66@example.com,+91 6410663768,Bangalore,Karnataka,North,462511,Sales,Manager,General,MCA,3,60450,5897.93,6045,54405,Resigned,26-10-2022,03-06-2021,4.09,88.23,13,ORD00683,02-05-2024,Tablet,Storage,10,61308,0.2,490464,88283.52,402180.48,Shipped,Net Banking,7,3,No,CUST4072,Premium,175222,320512,Yes,EMP0005,16,38,9
EMP0684,Jagvi,Saxena,29,Female,A+,radha87@example.org,+91 6862342195,Mumbai,Maharashtra,South,443201,Finance,Executive,Evening,B.Sc,12,197391,11391.41,19739.1,177651.9,Resigned,04-06-2022,15-01-2022,2.55,82.2,8,ORD00684,19-12-2023,Tablet,Peripherals,8,20390,0.04,156595.2,28187.14,128408.06,Pending,UPI,3,4,No,CUST2229,Premium,122839,361872,No,EMP0037,16,92,1
EMP0685,Leela,Apte,39,Other,B-,ygola@example.org,+91 6132883895,Ahmedabad,Gujarat,East,455557,Operations,Executive,General,B.Com,17,178026,18190.73,17802.6,160223.4,Resigned,02-05-2017,19-01-2023,2.46,85.15,28,ORD00685,30-05-2023,Headphones,Accessories,13,79734,0.08,953618.64,171651.36,781967.28,Cancelled,EMI,12,1,No,CUST3556,VIP,261921,99871,No,EMP0052,12,3,4
EMP0686,Nachiket,Thaman,23,Male,A+,knatt@example.com,+91 9646796602,Kolkata,West Bengal,West,494388,Sales,Director,Morning,M.Com,15,27095,3163.67,2709.5,24385.5,Active,22-01-2015,08-01-2021,4.87,99.41,13,ORD00686,23-02-2024,Phone,Storage,10,36473,0.03,353788.1,63681.86,290106.24,Returned,Credit Card,11,3,Yes,CUST8960,Regular,331174,103777,Yes,EMP0061,14,21,3
EMP0687,Vrinda,Raval,44,Male,B+,radha53@example.net,+91 7404844433,Jaipur,Rajasthan,North,681044,IT,Director,General,B.Sc,3,54182,9750.01,5418.2,48763.8,Inactive,06-01-2019,26-05-2024,3.36,78.91,0,ORD00687,07-10-2023,Tablet,Electronics,8,19220,0.17,127620.8,22971.74,104649.06,Delivered,EMI,13,5,No,CUST8411,Premium,169628,225572,Yes,EMP0091,4,31,5
EMP0688,Tarak,Modi,42,Male,AB+,qchada@example.com,+91 8226336657,Chennai,Tamil Nadu,East,656573,Analytics,Analyst,General,M.Com,6,107422,9242.55,10742.2,96679.8,Inactive,22-01-2021,05-02-2021,4.41,70.71,9,ORD00688,15-04-2023,Tablet,Storage,6,70048,0.18,344636.16,62034.51,282601.65,Shipped,EMI,6,2,No,CUST2264,New,447963,96190,Yes,EMP0084,9,36,7
EMP0689,Janya,Balakrishnan,40,Other,B-,omaja82@example.com,+91 6513955271,Jaipur,Rajasthan,South,796366,IT,Executive,General,M.Com,14,132476,19390.69,13247.6,119228.4,Active,22-07-2022,11-04-2022,2.86,87.56,3,ORD00689,14-11-2024,Camera,Accessories,2,23475,0.03,45541.5,8197.47,37344.03,Delivered,Debit Card,14,5,No,CUST5105,Regular,480974,407747,No,EMP0077,19,1,5
EMP0690,Siya,Vig,44,Male,O+,naveenkumer@example.net,+91 7718381406,Pune,Maharashtra,North,619730,Analytics,Intern,Morning,MCA,10,169847,17645.9,16984.7,152862.3,Inactive,30-10-2020,29-05-2024,4.2,82.87,12,ORD00690,10-03-2023,Mouse,Electronics,19,75494,0.09,1305291.26,234952.43,1070338.83,Cancelled,UPI,7,4,No,CUST4826,VIP,446438,173323,No,EMP0057,2,10,6
EMP0691,Shivansh,Sabharwal,48,Other,A+,jkata@example.org,+91 7484092859,Pune,Maharashtra,South,732932,Marketing,Analyst,Night,BCA,14,62722,7641.83,6272.2,56449.8,Resigned,27-11-2021,11-06-2024,1.64,88.39,12,ORD00691,30-10-2023,Monitor,Peripherals,14,73918,0.02,1014154.96,182547.89,831607.07,Shipped,Net Banking,13,4,No,CUST6293,Premium,328661,177840,Yes,EMP0031,5,32,2
EMP0692,Yashodhara,Vohra,22,Female,A-,avimall@example.org,+91 8467228311,Bangalore,Karnataka,South,608834,Sales,Senior Analyst,Night,M.Com,16,104031,10476.49,10403.1,93627.9,Resigned,28-02-2018,12-04-2024,4.71,81.53,26,ORD00692,25-05-2024,Keyboard,Storage,3,60055,0.21,142330.35,25619.46,116710.89,Cancelled,Credit Card,3,3,No,CUST7044,VIP,82209,155389,Yes,EMP0029,5,79,5
EMP0693,Deepa,Rao,33,Male,AB+,aryatripathi@example.net,+91 7149488908,Kochi,Kerala,East,410619,HR,Manager,General,M.Sc,11,101314,7859.25,10131.4,91182.6,Active,18-12-2019,20-11-2021,1.4,78.86,5,ORD00693,06-09-2024,Phone,Accessories,11,70993,0.28,562264.56,101207.62,461056.94,Pending,Credit Card,5,1,No,CUST8602,Regular,112507,218315,Yes,EMP0076,6,51,6
EMP0694,Idika,Gala,22,Male,A-,chakrabartilavanya@example.org,+91 7729609385,Kochi,Kerala,South,662202,Support,Analyst,Night,M.Com,15,80028,13367.5,8002.8,72025.2,On Leave,01-02-2015,14-01-2022,1.6,82.54,21,ORD00694,22-08-2024,Monitor,Electronics,5,47024,0.23,181042.4,32587.63,148454.77,Delivered,Cash,4,2,No,CUST7122,Regular,306591,346772,No,EMP0011,20,7,0
EMP0695,Ishanvi,Padmanabhan,33,Female,AB+,vihaan89@example.org,+91 8851634174,Chennai,Tamil Nadu,West,433549,Operations,Executive,Night,MCA,0,194378,9790.55,19437.8,174940.2,Resigned,01-07-2021,27-06-2024,4.25,74.28,0,ORD00695,20-10-2023,Headphones,Peripherals,4,49885,0.04,191558.4,34480.51,157077.89,Pending,Debit Card,12,2,Yes,CUST7308,VIP,294042,510273,Yes,EMP0037,11,48,4
EMP0696,Oeshi,Saha,50,Female,B-,pillaiaarnav@example.net,+91 6186199403,Ahmedabad,Gujarat,West,661595,Sales,Intern,General,M.Sc,7,100481,10148.3,10048.1,90432.9,On Leave,25-12-2016,11-09-2024,2.88,96.89,13,ORD00696,10-03-2023,Phone,Accessories,20,39259,0.28,565329.6,101759.33,463570.27,Delivered,Cash,3,5,Yes,CUST6261,VIP,337016,58806,No,EMP0085,3,92,9
EMP0697,Balveer,Lal,37,Other,AB-,upadhriti54@example.org,+91 6514874520,Chennai,Tamil Nadu,West,731670,Marketing,Intern,Evening,B.Sc,4,65862,5724.14,6586.2,59275.8,Inactive,23-03-2017,01-11-2024,2.95,86.17,18,ORD00697,09-06-2023,Phone,Electronics,13,63212,0.19,665622.36,119812.02,545810.34,Pending,Net Banking,14,5,No,CUST9398,New,267099,145694,No,EMP0011,3,36,2
EMP0698,Oliver,Kala,23,Male,B+,yamini06@example.net,+91 7854882391,Kochi,Kerala,North,508621,Sales,Manager,Night,M.Sc,6,106675,10847.45,10667.5,96007.5,Resigned,06-04-2019,08-06-2024,1.83,99.13,24,ORD00698,02-07-2024,Laptop,Peripherals,8,59948,0.25,359688,64743.84,294944.16,Delivered,Net Banking,11,5,No,CUST9141,VIP,229567,328909,Yes,EMP0044,7,67,2
EMP0699,Lekha,Iyer,39,Female,O+,advaykanda@example.com,+91 7562871399,Chennai,Tamil Nadu,West,515515,Sales,Executive,Morning,MBA,3,49706,6122.67,4970.6,44735.4,On Leave,18-07-2018,09-12-2022,1.88,94.23,7,ORD00699,15-05-2024,Headphones,Peripherals,12,21952,0.21,208104.96,37458.89,170646.07,Cancelled,UPI,15,4,No,CUST7729,New,327314,261361,No,EMP0076,14,20,2
EMP0700,Vedant,Sangha,45,Female,A+,ishanvi66@example.org,+91 9721261073,Hyderabad,Telangana,South,697524,Marketing,Intern,Night,M.Sc,9,176455,22952.35,17645.5,158809.5,On Leave,25-03-2016,20-10-2021,4.27,71.63,13,ORD00700,10-05-2023,Laptop,Networking,10,53819,0.19,435933.9,78468.1,357465.8,Cancelled,EMI,8,2,No,CUST6235,Premium,371854,261132,Yes,EMP0033,9,17,1
EMP0701,Christopher,Goswami,41,Male,O+,hchar@example.com,+91 9595498654,Delhi,Delhi,Central,761535,Support,Analyst,Night,B.Sc,3,175871,34447.83,17587.1,158283.9,Resigned,14-07-2016,05-02-2023,1.46,85.59,22,ORD00701,02-11-2024,Mouse,Electronics,1,24885,0.04,23889.6,4300.13,19589.47,Cancelled,Credit Card,4,2,No,CUST2533,New,287388,321242,Yes,EMP0100,8,24,7
EMP0702,Chavvi,Sekhon,39,Other,AB-,balhaar49@example.com,+91 6524583449,Delhi,Delhi,South,613383,Operations,Senior Manager,Evening,M.Com,18,39706,4524.53,3970.6,35735.4,Active,07-04-2016,18-05-2021,4.95,96.5,26,ORD00702,05-06-2023,Phone,Electronics,13,64494,0.12,737811.36,132806.04,605005.32,Delivered,EMI,11,5,No,CUST9247,New,116322,233265,No,EMP0099,18,26,3
EMP0703,Jagdish,Minhas,46,Female,A-,vrishtithaman@example.org,+91 7509300283,Bangalore,Karnataka,North,575934,Sales,Director,Night,M.Sc,14,135850,24657.62,13585,122265,Inactive,09-04-2015,26-02-2024,4.94,97.52,8,ORD00703,04-08-2024,Camera,Electronics,6,71312,0.18,350855.04,63153.91,287701.13,Delivered,Debit Card,3,3,No,CUST2533,Regular,246188,56171,Yes,EMP0010,4,42,4
EMP0704,Isaiah,Rana,44,Other,A+,bhargavavedhika@example.net,+91 8374105773,Kolkata,West Bengal,North,432113,Sales,Director,Morning,MCA,15,53763,4639.67,5376.3,48386.7,On Leave,20-07-2019,28-02-2023,4.57,80.2,21,ORD00704,07-08-2023,Camera,Peripherals,2,28908,0.29,41049.36,7388.88,33660.48,Pending,Cash,11,1,No,CUST9438,Regular,300248,192683,No,EMP0041,12,64,0
EMP0705,Urvashi,Saha,22,Female,A-,xmenon@example.com,+91 9975788656,Bangalore,Karnataka,West,687789,Marketing,Director,Morning,M.Tech,19,36026,7000.21,3602.6,32423.4,Active,25-09-2016,06-08-2023,4.16,89.71,12,ORD00705,12-09-2024,Headphones,Storage,17,42149,0.11,637714.37,114788.59,522925.78,Returned,EMI,12,2,No,CUST2684,VIP,98973,85943,No,EMP0067,13,54,8
EMP0706,Nachiket,Sahni,52,Other,B-,eshana54@example.org,+91 7271617618,Kolkata,West Bengal,West,434431,Support,Lead,Morning,B.Sc,2,54575,9808.53,5457.5,49117.5,On Leave,05-01-2021,01-03-2022,2.5,77.67,20,ORD00706,06-07-2024,Printer,Electronics,12,76409,0.22,715188.24,128733.88,586454.36,Returned,UPI,7,3,No,CUST3456,New,179453,221231,Yes,EMP0032,19,83,9
EMP0707,Krishna,Singh,32,Other,AB-,inayarandhawa@example.org,+91 8700820902,Jaipur,Rajasthan,North,434883,Support,Executive,Night,M.Sc,9,67754,7735.04,6775.4,60978.6,Resigned,13-10-2021,03-03-2022,1.02,96.25,6,ORD00707,07-01-2023,Headphones,Accessories,5,12855,0.14,55276.5,9949.77,45326.73,Returned,UPI,4,2,No,CUST3928,VIP,445286,231456,No,EMP0076,18,82,3
EMP0708,Robert,Rege,45,Female,O+,ishanvi66@example.org,+91 9214348500,Hyderabad,Telangana,South,402316,Sales,Lead,Evening,B.Tech,2,108009,14070.94,10800.9,97208.1,Resigned,27-05-2016,17-01-2021,3.56,92.97,7,ORD00708,22-07-2024,Tablet,Accessories,11,16986,0.26,138266.04,24887.89,113378.15,Cancelled,Net Banking,8,4,Yes,CUST2980,New,123509,197268,Yes,EMP0089,16,83,8
EMP0709,Hemang,Chaudhuri,25,Male,O+,tdhillon@example.com,+91 7307728366,Kolkata,West Bengal,East,753965,Sales,Director,General,BCA,0,77014,14114.14,7701.4,69312.6,Active,29-11-2018,10-09-2024,2.93,94.65,21,ORD00709,02-04-2024,Printer,Networking,3,19692,0.02,57894.48,10421.01,47473.47,Delivered,Cash,14,4,Yes,CUST8778,Premium,247236,221241,No,EMP0045,13,51,7
EMP0710,Jatin,Bedi,46,Other,O-,aahana46@example.net,+91 7273384473,Kolkata,West Bengal,East,472566,HR,Intern,Night,BCA,1,102593,17138.13,10259.3,92333.7,Inactive,15-10-2022,09-01-2022,1.51,72.65,2,ORD00710,22-09-2023,Monitor,Accessories,10,35367,0,353670,63660.6,290009.4,Returned,EMI,1,4,Yes,CUST6928,New,300735,382196,Yes,EMP0054,2,97,1
EMP0711,Niharika,Grover,29,Female,B+,anushasekhon@example.net,+91 9109570651,Pune,Maharashtra,North,664198,Marketing,Analyst,Evening,M.Sc,20,154195,15773.74,15419.5,138775.5,Inactive,04-07-2022,20-06-2022,4.38,97.29,19,ORD00711,11-04-2024,Mouse,Storage,2,13106,0.01,25949.88,4670.98,21278.9,Pending,Debit Card,6,3,No,CUST6868,VIP,96797,344637,Yes,EMP0014,10,73,6
EMP0712,Michael,Tata,38,Female,O+,aayush51@example.org,+91 7972214492,Ahmedabad,Gujarat,South,412030,Support,Senior Manager,Morning,B.Com,2,174457,26849.11,17445.7,157011.3,Resigned,30-09-2019,18-01-2023,1.59,85.55,9,ORD00712,07-02-2024,Monitor,Storage,17,54654,0.3,650382.6,117068.87,533313.73,Shipped,UPI,14,5,No,CUST9160,Regular,202095,31370,Yes,EMP0005,5,2,8
EMP0713,Riya,Rajagopal,27,Male,O-,harinakshiwali@example.org,+91 8323844554,Kolkata,West Bengal,South,659788,Finance,Senior Analyst,General,BCA,1,199082,31742.62,19908.2,179173.8,Inactive,18-08-2017,18-10-2022,4.59,95.35,29,ORD00713,11-08-2023,Headphones,Networking,1,42394,0.03,41122.18,7401.99,33720.19,Returned,EMI,13,2,Yes,CUST2464,Premium,79813,408736,Yes,EMP0076,2,67,9
EMP0714,Balhaar,Toor,50,Male,B-,idhaliwal@example.net,+91 8850567341,Kochi,Kerala,East,433800,Marketing,Executive,Evening,B.Tech,2,86550,12397.91,8655,77895,Inactive,22-07-2015,22-06-2022,3.83,89,13,ORD00714,10-03-2024,Laptop,Electronics,10,70190,0.29,498349,89702.82,408646.18,Pending,Net Banking,7,2,Yes,CUST9386,Premium,123573,546447,Yes,EMP0087,14,66,1
